EVENTO;ITENS;CATEGORIA;VALOR
CAFÉ DA MANHÃ PREMIUM;Queijos Cremosos com Tomate, Azeite, Orégano;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Salmão Gravlax com Cream Cheese e Ervas Frescas;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Creme de Tomate Seco com Zucchini Grelhada;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Queijo Branco com Tomate e Orégano;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Queijo Meia Cura com Peito de Peru e Requeijão de Ervas;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Cream Cheese, Cenoura, Damasco e Mel;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Queijo Ementhal com Lombo Canadense e Cream Cheese de Limão;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Lascas de Queijo Brie com Geleia do Chef e Nuts;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Frango, Requeijão e Chia com Cenoura Laminada;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Hommus com Zucchini Grelhada e Nozes Caramelizadas;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Rosbife com Queijo Emmental e Mostarda Dijon;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Mortadela de Pistache com Queijo Emmental e Creme de Mix de Mostardas;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Alho Poró Caramelizado com Nuts;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Pastrami com Cheddar e Cebola Caramelizada;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Mussarela de Búfala, Pesto de Manjericão e Tomate Seco;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Toast de Caponata com Pesto VEGAN;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;Toast de Zucchini com Homus e Nozes VEGAN;MINI-SANDUÍCHES;
CAFÉ DA MANHÃ PREMIUM;BOLOS (1 opção);;
CAFÉ DA MANHÃ PREMIUM;Maçã;BOLOS;
CAFÉ DA MANHÃ PREMIUM;Chocolate;BOLOS;
CAFÉ DA MANHÃ PREMIUM;Cuca de Banana;BOLOS;
CAFÉ DA MANHÃ PREMIUM;Cuca de Maçã;BOLOS;
CAFÉ DA MANHÃ PREMIUM;Fubá com Goiabada;BOLOS;
CAFÉ DA MANHÃ PREMIUM;Cenoura com Brigadeiro;BOLOS;
CAFÉ DA MANHÃ PREMIUM;Muffin de Blueberry;BOLOS;
CAFÉ DA MANHÃ PREMIUM;Muffin de Laranja;BOLOS;
CAFÉ DA MANHÃ PREMIUM;Brigadeiro;BOLOS;
CAFÉ DA MANHÃ PREMIUM;Churros;BOLOS;
CAFÉ DA MANHÃ PREMIUM;Milho;BOLOS;
CAFÉ DA MANHÃ PREMIUM;Bolo Toalha Felpuda de Coco;BOLOS;
CAFÉ DA MANHÃ PREMIUM;Banana Caramelizada;BOLOS;
CAFÉ DA MANHÃ PREMIUM;SOBREMESAS (1 opção);;
CAFÉ DA MANHÃ PREMIUM;Tapioca com Calda de Laranja e Leite de Coco, Mousse de Manga, Farofa de Avelãs e Iogurte;SOBREMESAS;
CAFÉ DA MANHÃ PREMIUM;Brownie GLUTEN FREE com Açúcar de Coco e Ganache de Chocolate 70% com Laranja;SOBREMESAS;
CAFÉ DA MANHÃ PREMIUM;Canolli de Creme de Confeiteiro;SOBREMESAS;
CAFÉ DA MANHÃ PREMIUM;Mini-Carolina de Doce de Leite;SOBREMESAS;
CAFÉ DA MANHÃ PREMIUM;Brownie de Chocolate;SOBREMESAS;
CAFÉ DA MANHÃ PREMIUM;Mini Pain Au Chocolat;SOBREMESAS;
CAFÉ DA MANHÃ PREMIUM;Canolli de Doce de Leite;SOBREMESAS;
CAFÉ DA MANHÃ PREMIUM;Verrine de Maçã VEGAN;SOBREMESAS;
CAFÉ DA MANHÃ PREMIUM;Brownie de Chocolate com Nozes VEGAN;SOBREMESAS;
CAFÉ DA MANHÃ PREMIUM;+ Frutas da Estação (em cubos), servidas em mini-bowls;FRUTAS DA ESTAÇÃO;
