EVENTO;ITENS;CATEGORIA;VALOR
Almoco Buffet PREMIUM;Agnolotti de Mussarela ao Molho de Tomates com Pesto e Fonduta de Parmesão;MASSAS;
Almoco Buffet PREMIUM;Sorrentini de Ricota com Espinafre ao Molho Bechamel com Parmesão Ralado;MASSAS;
Almoco Buffet PREMIUM;Tortelli de Burrata com Limão Siciliano, ao Molho de Tomate e Manjericão;MASSAS;
Almoco Buffet PREMIUM;Agnolotti de Brie com Emulsão de Manteiga e Azeite Trufado com Nuts Caramelizados;MASSAS;
Almoco Buffet PREMIUM;Gnocchi de Mandioquinha ao Molho de Cogumelos Trufados;MASSAS;
Almoco Buffet PREMIUM;Penne ao Molho de Tomate com Mussarela de Búfala, Azeitonas Laminadas, Tomate Seco, Manjericão e Lascas de Parmesão;MASSAS;
Almoco Buffet PREMIUM;Nhoque de Abóbora Defumada com Molho de Tomate e Bacon Bites - VEGAN;MASSAS;
Almoco Buffet PREMIUM;ACOMPANHAMENTOS PREMIUM (1 opção);;
Almoco Buffet PREMIUM;Batatas Rústicas;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;Risoto de Gorgonzola com Pera;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;Musseline de Batata Trufada com Avelã;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;Seleção de Legumes Orgânicos Sazonais Grelhados;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;Seleção de Mix de Cogumelos Regionais;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;Arroz Vermelho com Aspargos;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;Arroz Negro com Pupunha;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;Torta Caprese de Tomates Assados;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;Torta Ratatouille;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;Mini-Medalhões de Pupunha Assada e Braseada;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;Couscous Marroquino com Brunoise de Legumes;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;Gratin de Batatas;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;Cenouras Baby Glaceadas;ACOMPANHAMENTOS PREMIUM;
Almoco Buffet PREMIUM;SOBREMESAS (2 opções);;
Almoco Buffet PREMIUM;Pudim de Pistache;SOBREMESAS;
Almoco Buffet PREMIUM;Torta Creme Brulèe;SOBREMESAS;
Almoco Buffet PREMIUM;Torta de Limão Azedinha;SOBREMESAS;
Almoco Buffet PREMIUM;Mil Folhas de Doce de Leite;SOBREMESAS;
Almoco Buffet PREMIUM;Canolli de Creme de Confeiteiro;SOBREMESAS;
Almoco Buffet PREMIUM;Canolli de Doce de Leite;SOBREMESAS;
Almoco Buffet PREMIUM;Entremet de Pão de Mel;SOBREMESAS;
Almoco Buffet PREMIUM;Cheesecake de Frutas Vermelhas;SOBREMESAS;
Almoco Buffet PREMIUM;Entremet de Pistache;SOBREMESAS;
Almoco Buffet PREMIUM;Verrine de Torta de Limão Desconstruída;SOBREMESAS;
Almoco Buffet PREMIUM;Brownie de Chocolate com Ganache e Coulis de Frutas Vermelhas;SOBREMESAS;
Almoco Buffet PREMIUM;Pavlova de Frutas Tropicais;SOBREMESAS;
Almoco Buffet PREMIUM;Tiramissú VEGAN;SOBREMESAS;
Almoco Buffet PREMIUM; Frutas da Estação (laminada ou cubos);FRUTAS DA ESTAÇÃO;
